IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.246.242.232,2082,0,false,ORD,North America,Chicago,319,0.00
13.246.201.148,443,0,false,ORD,North America,Chicago,321,0.00
13.246.38.255,2083,0,false,ORD,North America,Chicago,315,0.00
13.244.174.75,80,0,false,ORD,North America,Chicago,316,0.00
13.246.233.230,8080,0,false,ORD,North America,Chicago,318,0.00
13.247.65.239,8443,0,false,ORD,North America,Chicago,313,0.00
13.246.242.116,2087,0,false,ORD,North America,Chicago,322,0.00
13.245.237.206,443,0,false,ORD,North America,Chicago,317,0.00
13.247.101.216,8443,0,false,ORD,North America,Chicago,318,0.00
13.245.28.205,8880,0,false,ORD,North America,Chicago,318,0.00
13.246.242.198,2053,0,false,ORD,North America,Chicago,316,0.00
13.245.75.155,2053,0,false,ORD,North America,Chicago,316,0.00
13.244.100.62,8443,0,false,ORD,North America,Chicago,314,0.00
13.247.96.131,2096,0,false,ORD,North America,Chicago,316,0.00
13.245.82.168,443,0,false,ORD,North America,Chicago,318,0.00
13.244.100.193,2095,0,false,ORD,North America,Chicago,314,0.00
13.245.28.205,2096,0,false,ORD,North America,Chicago,312,0.00
13.245.149.234,2082,0,false,ORD,North America,Chicago,314,0.00
13.246.35.192,2082,0,false,ORD,North America,Chicago,312,0.00
13.245.171.67,8880,0,false,ORD,North America,Chicago,318,0.00
13.48.136.135,80,0,false,ARN,Europe,Stockholm,199,0.00
13.244.100.193,80,0,false,ORD,North America,Chicago,317,0.00
13.246.240.244,2082,0,false,ORD,North America,Chicago,313,0.00
13.247.101.216,2086,0,false,ORD,North America,Chicago,310,0.00
13.246.35.192,8080,0,false,ORD,North America,Chicago,315,0.00
13.247.14.165,80,0,false,ORD,North America,Chicago,310,0.00
13.246.221.196,2052,0,false,ORD,North America,Chicago,309,0.00
13.247.65.239,2083,0,false,ORD,North America,Chicago,317,0.00
13.244.104.215,2095,0,false,ORD,North America,Chicago,316,0.00
13.247.62.71,2052,0,false,ORD,North America,Chicago,318,0.00
13.244.100.131,8880,0,false,ORD,North America,Chicago,313,0.00
13.244.120.213,8880,0,false,ORD,North America,Chicago,316,0.00
13.246.240.244,2052,0,false,ORD,North America,Chicago,316,0.00
13.245.28.205,2086,0,false,ORD,North America,Chicago,312,0.00
13.245.164.115,2087,0,false,ORD,North America,Chicago,317,0.00
13.244.100.131,2096,0,false,ORD,North America,Chicago,312,0.00
13.247.89.191,2096,0,false,ORD,North America,Chicago,315,0.00
13.245.28.205,2087,0,false,ORD,North America,Chicago,309,0.00
13.246.242.116,2083,0,false,ORD,North America,Chicago,320,0.00
13.246.242.198,2082,0,false,ORD,North America,Chicago,315,0.00
13.244.98.139,2053,0,false,ORD,North America,Chicago,316,0.00
13.244.100.131,2086,0,false,ORD,North America,Chicago,314,0.00
13.246.35.192,80,0,false,ORD,North America,Chicago,317,0.00
13.245.164.115,2053,0,false,ORD,North America,Chicago,314,0.00
13.247.98.217,2083,0,false,ORD,North America,Chicago,316,0.00
13.244.104.215,2082,0,false,ORD,North America,Chicago,316,0.00
13.245.237.206,2087,0,false,ORD,North America,Chicago,316,0.00
13.246.240.4,2052,0,false,ORD,North America,Chicago,313,0.00
13.244.98.139,8880,0,false,ORD,North America,Chicago,312,0.00
13.244.98.139,8443,0,false,ORD,North America,Chicago,315,0.00
13.244.98.19,2086,0,false,ORD,North America,Chicago,309,0.00
13.246.240.4,443,0,false,ORD,North America,Chicago,315,0.00
13.246.201.148,2082,0,false,ORD,North America,Chicago,312,0.00
13.245.171.67,2082,0,false,ORD,North America,Chicago,318,0.00
13.245.28.205,2052,0,false,ORD,North America,Chicago,312,0.00
13.246.242.116,2053,0,false,ORD,North America,Chicago,312,0.00
13.246.201.148,2087,0,false,ORD,North America,Chicago,316,0.00
13.245.231.54,443,0,false,ORD,North America,Chicago,314,0.00
13.247.101.216,2053,0,false,ORD,North America,Chicago,311,0.00
13.245.82.168,2096,0,false,ORD,North America,Chicago,316,0.00
13.246.242.116,8880,0,false,ORD,North America,Chicago,316,0.00
13.246.233.230,2083,0,false,ORD,North America,Chicago,314,0.00
13.246.201.148,2053,0,false,ORD,North America,Chicago,309,0.00
13.246.37.129,8443,0,false,ORD,North America,Chicago,314,0.00
13.244.98.19,2095,0,false,ORD,North America,Chicago,309,0.00
13.246.240.244,2083,0,false,ORD,North America,Chicago,314,0.00
13.245.164.115,2082,0,false,ORD,North America,Chicago,317,0.00
13.244.104.215,8080,0,false,ORD,North America,Chicago,318,0.00
13.247.101.216,2052,0,false,ORD,North America,Chicago,320,0.00
13.244.98.139,2095,0,false,ORD,North America,Chicago,314,0.00
13.247.65.239,8080,0,false,ORD,North America,Chicago,313,0.00
13.246.221.196,2096,0,false,ORD,North America,Chicago,321,0.00
13.246.240.4,2082,0,false,ORD,North America,Chicago,322,0.00
13.244.100.62,2087,0,false,ORD,North America,Chicago,314,0.00
13.247.67.27,2086,0,false,ORD,North America,Chicago,313,0.00
13.244.98.139,443,0,false,ORD,North America,Chicago,314,0.00
13.246.221.196,443,0,false,ORD,North America,Chicago,316,0.00
13.245.237.206,8880,0,false,ORD,North America,Chicago,316,0.00
13.247.62.71,2087,0,false,ORD,North America,Chicago,315,0.00
13.247.56.24,2095,0,false,ORD,North America,Chicago,320,0.00
13.246.184.110,80,0,false,ORD,North America,Chicago,316,0.00
13.245.237.206,2052,0,false,ORD,North America,Chicago,316,0.00
13.247.65.239,80,0,false,ORD,North America,Chicago,315,0.00
13.246.242.198,80,0,false,ORD,North America,Chicago,310,0.00
13.244.98.19,2082,0,false,ORD,North America,Chicago,319,0.00
13.245.164.115,8080,0,false,ORD,North America,Chicago,318,0.00
13.247.101.216,2095,0,false,ORD,North America,Chicago,317,0.00
13.246.240.244,2095,0,false,ORD,North America,Chicago,314,0.00
13.244.104.215,2083,0,false,ORD,North America,Chicago,312,0.00
13.246.221.196,8443,0,false,ORD,North America,Chicago,315,0.00
13.244.100.131,2087,0,false,ORD,North America,Chicago,313,0.00
13.247.98.217,2096,0,false,ORD,North America,Chicago,316,0.00
13.245.82.168,8443,0,false,ORD,North America,Chicago,320,0.00
13.244.104.215,443,0,false,ORD,North America,Chicago,318,0.00
13.246.89.44,80,0,false,ORD,North America,Chicago,314,0.00
13.244.100.62,2095,0,false,ORD,North America,Chicago,313,0.00
13.245.164.115,2052,0,false,ORD,North America,Chicago,312,0.00
13.246.37.129,2095,0,false,ORD,North America,Chicago,314,0.00
13.246.240.244,8080,0,false,ORD,North America,Chicago,321,0.00
13.247.65.239,2096,0,false,ORD,North America,Chicago,314,0.00
13.244.100.131,8443,0,false,ORD,North America,Chicago,317,0.00
13.246.233.230,80,0,false,ORD,North America,Chicago,315,0.00
13.244.104.215,2053,0,false,ORD,North America,Chicago,318,0.00
13.246.240.4,8443,0,false,ORD,North America,Chicago,311,0.00
13.244.100.131,443,0,false,ORD,North America,Chicago,309,0.00
13.246.201.148,8080,0,false,ORD,North America,Chicago,320,0.00
13.246.221.196,2053,0,false,ORD,North America,Chicago,314,0.00
13.247.101.216,80,0,false,ORD,North America,Chicago,315,0.00
13.245.164.115,80,0,false,ORD,North America,Chicago,318,0.00
13.247.67.27,2095,0,false,ORD,North America,Chicago,312,0.00
13.245.231.54,2052,0,false,ORD,North America,Chicago,314,0.00
13.247.101.216,8080,0,false,ORD,North America,Chicago,317,0.00
18.141.161.127,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
13.246.242.116,8080,0,false,ORD,North America,Chicago,320,0.00
13.246.221.196,2082,0,false,ORD,North America,Chicago,311,0.00
13.247.56.24,2052,0,false,ORD,North America,Chicago,312,0.00
13.246.38.255,2087,0,false,ORD,North America,Chicago,319,0.00
13.245.164.115,8880,0,false,ORD,North America,Chicago,322,0.00
13.245.164.115,2096,0,false,ORD,North America,Chicago,317,0.00
13.244.100.131,8080,0,false,ORD,North America,Chicago,316,0.00
13.246.242.232,2052,0,false,ORD,North America,Chicago,316,0.00
13.245.237.206,2053,0,false,ORD,North America,Chicago,313,0.00
13.245.75.155,2052,0,false,ORD,North America,Chicago,316,0.00
13.246.221.196,2086,0,false,ORD,North America,Chicago,315,0.00
13.246.201.148,2083,0,false,ORD,North America,Chicago,317,0.00
13.247.96.131,8080,0,false,ORD,North America,Chicago,315,0.00
13.247.98.217,2053,0,false,ORD,North America,Chicago,319,0.00
13.247.59.81,2096,0,false,ORD,North America,Chicago,320,0.00
13.246.242.116,443,0,false,ORD,North America,Chicago,319,0.00
13.246.37.129,2082,0,false,ORD,North America,Chicago,316,0.00
13.246.240.244,80,0,false,ORD,North America,Chicago,317,0.00
13.247.62.71,2086,0,false,ORD,North America,Chicago,315,0.00
13.246.37.129,2087,0,false,ORD,North America,Chicago,320,0.00
13.246.35.192,2083,0,false,ORD,North America,Chicago,316,0.00
13.244.100.193,8880,0,false,ORD,North America,Chicago,317,0.00
13.246.37.129,2053,0,false,ORD,North America,Chicago,320,0.00
13.244.100.193,2082,0,false,ORD,North America,Chicago,316,0.00
13.244.100.62,8080,0,false,ORD,North America,Chicago,318,0.00
13.246.242.198,2096,0,false,ORD,North America,Chicago,313,0.00
13.244.98.19,2083,0,false,ORD,North America,Chicago,315,0.00
13.247.89.191,443,0,false,ORD,North America,Chicago,316,0.00
13.244.104.215,2086,0,false,ORD,North America,Chicago,318,0.00
13.246.201.148,2095,0,false,ORD,North America,Chicago,311,0.00
13.247.65.239,8880,0,false,ORD,North America,Chicago,313,0.00
13.246.242.232,80,0,false,ORD,North America,Chicago,316,0.00
13.247.65.239,2086,0,false,ORD,North America,Chicago,311,0.00
13.247.89.191,2052,0,false,ORD,North America,Chicago,317,0.00
13.245.149.234,2083,0,false,ORD,North America,Chicago,310,0.00
13.245.82.168,2087,0,false,ORD,North America,Chicago,314,0.00
13.247.62.71,2083,0,false,ORD,North America,Chicago,318,0.00
13.244.100.193,2086,0,false,ORD,North America,Chicago,318,0.00
13.247.62.71,8443,0,false,ORD,North America,Chicago,318,0.00
13.246.242.116,8443,0,false,ORD,North America,Chicago,318,0.00
13.245.171.67,8080,0,false,ORD,North America,Chicago,308,0.00
13.245.82.168,2086,0,false,ORD,North America,Chicago,318,0.00
13.245.82.168,2082,0,false,ORD,North America,Chicago,313,0.00
13.246.240.4,2087,0,false,ORD,North America,Chicago,314,0.00
13.247.62.71,8080,0,false,ORD,North America,Chicago,316,0.00
13.244.98.139,8080,0,false,ORD,North America,Chicago,320,0.00
13.246.242.198,8080,0,false,ORD,North America,Chicago,317,0.00
13.247.101.216,2087,0,false,ORD,North America,Chicago,314,0.00
13.245.28.205,443,0,false,ORD,North America,Chicago,314,0.00
13.244.120.213,2086,0,false,ORD,North America,Chicago,314,0.00
13.246.242.232,2083,0,false,ORD,North America,Chicago,310,0.00
13.246.242.198,2095,0,false,ORD,North America,Chicago,309,0.00
13.244.104.215,80,0,false,ORD,North America,Chicago,309,0.00
13.244.104.215,2052,0,false,ORD,North America,Chicago,318,0.00
13.246.233.230,2095,0,false,ORD,North America,Chicago,317,0.00
13.245.82.168,2053,0,false,ORD,North America,Chicago,318,0.00
13.246.233.230,2052,0,false,ORD,North America,Chicago,314,0.00
13.246.242.232,2095,0,false,ORD,North America,Chicago,316,0.00
13.245.82.168,2052,0,false,ORD,North America,Chicago,318,0.00
13.245.231.54,2083,0,false,ORD,North America,Chicago,316,0.00
13.247.98.217,8443,0,false,ORD,North America,Chicago,316,0.00
13.246.38.255,8880,0,false,ORD,North America,Chicago,318,0.00
13.244.120.213,8443,0,false,ORD,North America,Chicago,314,0.00
13.246.242.232,2053,0,false,ORD,North America,Chicago,315,0.00
13.245.231.54,8080,0,false,ORD,North America,Chicago,314,0.00
13.246.233.230,2086,0,false,ORD,North America,Chicago,316,0.00
13.245.149.234,8880,0,false,ORD,North America,Chicago,315,0.00
13.244.104.215,8443,0,false,ORD,North America,Chicago,316,0.00
13.244.98.19,8880,0,false,ORD,North America,Chicago,308,0.00
13.244.120.213,2087,0,false,ORD,North America,Chicago,321,0.00
13.244.104.215,2087,0,false,ORD,North America,Chicago,315,0.00
13.247.98.217,2082,0,false,ORD,North America,Chicago,314,0.00
13.247.96.131,8880,0,false,ORD,North America,Chicago,312,0.00
13.245.171.67,2095,0,false,ORD,North America,Chicago,312,0.00
13.244.100.62,443,0,false,ORD,North America,Chicago,316,0.00
13.245.75.155,2086,0,false,ORD,North America,Chicago,313,0.00
13.244.98.139,2096,0,false,ORD,North America,Chicago,314,0.00
13.246.233.230,2096,0,false,ORD,North America,Chicago,318,0.00
13.244.100.62,2096,0,false,ORD,North America,Chicago,316,0.00
13.245.237.206,2095,0,false,ORD,North America,Chicago,310,0.00
13.246.242.232,2086,0,false,ORD,North America,Chicago,317,0.00
13.246.35.192,2053,0,false,ORD,North America,Chicago,310,0.00
13.246.242.116,2095,0,false,ORD,North America,Chicago,318,0.00
13.247.89.191,8443,0,false,ORD,North America,Chicago,316,0.00
13.247.59.81,2083,0,false,ORD,North America,Chicago,320,0.00
13.246.242.232,8080,0,false,ORD,North America,Chicago,322,0.00
13.245.149.234,80,0,false,ORD,North America,Chicago,313,0.00
13.246.240.244,2087,0,false,ORD,North America,Chicago,314,0.00
13.246.38.255,8080,0,false,ORD,North America,Chicago,310,0.00
13.245.237.206,2096,0,false,ORD,North America,Chicago,314,0.00
13.246.221.196,8880,0,false,ORD,North America,Chicago,309,0.00
13.246.35.192,2087,0,false,ORD,North America,Chicago,312,0.00
13.245.124.83,80,0,false,ORD,North America,Chicago,314,0.00
13.247.65.239,2087,0,false,ORD,North America,Chicago,309,0.00
13.245.231.54,80,0,false,ORD,North America,Chicago,311,0.00
13.247.89.191,2086,0,false,ORD,North America,Chicago,315,0.00
13.244.100.62,2082,0,false,ORD,North America,Chicago,320,0.00
13.244.100.193,2053,0,false,ORD,North America,Chicago,314,0.00
13.246.37.129,2086,0,false,ORD,North America,Chicago,309,0.00
13.247.67.27,80,0,false,ORD,North America,Chicago,312,0.00
13.244.100.193,8080,0,false,ORD,North America,Chicago,309,0.00
13.244.98.139,2082,0,false,ORD,North America,Chicago,311,0.00
13.247.59.81,8080,0,false,ORD,North America,Chicago,319,0.00
13.244.120.213,8080,0,false,ORD,North America,Chicago,316,0.00
13.245.82.168,2083,0,false,ORD,North America,Chicago,314,0.00
13.245.164.115,2086,0,false,ORD,North America,Chicago,314,0.00
13.244.100.62,2083,0,false,ORD,North America,Chicago,315,0.00
13.245.28.205,8443,0,false,ORD,North America,Chicago,316,0.00
13.245.164.115,443,0,false,ORD,North America,Chicago,311,0.00
13.245.231.54,2082,0,false,ORD,North America,Chicago,316,0.00
13.245.82.168,2095,0,false,ORD,North America,Chicago,317,0.00
13.247.62.71,2095,0,false,ORD,North America,Chicago,318,0.00
13.246.233.230,2087,0,false,ORD,North America,Chicago,314,0.00
13.246.233.230,8443,0,false,ORD,North America,Chicago,320,0.00
13.247.56.24,8080,0,false,ORD,North America,Chicago,318,0.00
13.247.65.239,2082,0,false,ORD,North America,Chicago,311,0.00
13.245.149.234,443,0,false,ORD,North America,Chicago,315,0.00
13.247.65.239,2095,0,false,ORD,North America,Chicago,313,0.00
13.246.242.232,8880,0,false,ORD,North America,Chicago,319,0.00
13.246.35.192,8443,0,false,ORD,North America,Chicago,312,0.00
13.246.242.116,2086,0,false,ORD,North America,Chicago,315,0.00
13.244.100.131,2095,0,false,ORD,North America,Chicago,314,0.00
13.247.67.27,8880,0,false,ORD,North America,Chicago,314,0.00
13.244.98.139,2087,0,false,ORD,North America,Chicago,317,0.00
13.246.242.232,2087,0,false,ORD,North America,Chicago,312,0.00
13.246.242.198,8443,0,false,ORD,North America,Chicago,316,0.00
13.246.240.244,8880,0,false,ORD,North America,Chicago,314,0.00
13.247.96.131,2052,0,false,ORD,North America,Chicago,317,0.00
13.247.96.131,8443,0,false,ORD,North America,Chicago,319,0.00
13.246.5.206,2053,0,false,ORD,North America,Chicago,315,0.00
13.246.242.198,8880,0,false,ORD,North America,Chicago,315,0.00
13.246.242.116,2096,0,false,ORD,North America,Chicago,314,0.00
13.246.37.129,80,0,false,ORD,North America,Chicago,317,0.00
13.247.59.81,2052,0,false,ORD,North America,Chicago,315,0.00
13.246.37.129,2052,0,false,ORD,North America,Chicago,315,0.00
13.246.242.198,2083,0,false,ORD,North America,Chicago,316,0.00
13.244.100.193,443,0,false,ORD,North America,Chicago,316,0.00
13.244.98.139,2086,0,false,ORD,North America,Chicago,318,0.00
13.245.164.115,2095,0,false,ORD,North America,Chicago,310,0.00
13.246.240.244,8443,0,false,ORD,North America,Chicago,310,0.00
13.246.221.196,2083,0,false,ORD,North America,Chicago,319,0.00
13.246.201.148,8880,0,false,ORD,North America,Chicago,315,0.00
13.245.171.67,2087,0,false,ORD,North America,Chicago,318,0.00
13.245.28.205,8080,0,false,ORD,North America,Chicago,315,0.00
13.246.233.230,2082,0,false,ORD,North America,Chicago,318,0.00
13.246.242.198,2087,0,false,ORD,North America,Chicago,320,0.00
13.246.38.255,2082,0,false,ORD,North America,Chicago,314,0.00
13.246.240.4,8080,0,false,ORD,North America,Chicago,319,0.00
13.246.242.232,2096,0,false,ORD,North America,Chicago,317,0.00
13.246.35.192,2052,0,false,ORD,North America,Chicago,309,0.00
13.245.231.54,2053,0,false,ORD,North America,Chicago,316,0.00
13.246.240.244,2086,0,false,ORD,North America,Chicago,311,0.00
13.247.101.216,443,0,false,ORD,North America,Chicago,316,0.00
13.246.35.192,2095,0,false,ORD,North America,Chicago,312,0.00
13.246.242.116,2082,0,false,ORD,North America,Chicago,313,0.00
13.247.62.71,2096,0,false,ORD,North America,Chicago,309,0.00
13.246.5.206,2086,0,false,ORD,North America,Chicago,318,0.00
13.246.242.116,80,0,false,ORD,North America,Chicago,322,0.00
13.246.5.206,2087,0,false,ORD,North America,Chicago,319,0.00
13.246.233.230,443,0,false,ORD,North America,Chicago,319,0.00
13.247.67.27,2096,0,false,ORD,North America,Chicago,317,0.00
13.246.5.206,2082,0,false,ORD,North America,Chicago,319,0.00
13.246.5.206,443,0,false,ORD,North America,Chicago,312,0.00
13.247.62.71,8880,0,false,ORD,North America,Chicago,315,0.00
13.245.28.205,2083,0,false,ORD,North America,Chicago,315,0.00
13.244.98.139,2052,0,false,ORD,North America,Chicago,316,0.00
13.247.89.191,2087,0,false,ORD,North America,Chicago,316,0.00
13.244.98.19,2052,0,false,ORD,North America,Chicago,314,0.00
13.244.120.213,2095,0,false,ORD,North America,Chicago,318,0.00
13.247.62.71,443,0,false,ORD,North America,Chicago,314,0.00
13.247.89.191,8080,0,false,ORD,North America,Chicago,309,0.00
13.245.171.67,8443,0,false,ORD,North America,Chicago,316,0.00
13.247.67.27,2087,0,false,ORD,North America,Chicago,318,0.00
13.247.59.81,2087,0,false,ORD,North America,Chicago,314,0.00
13.246.221.196,2087,0,false,ORD,North America,Chicago,314,0.00
13.247.59.81,2095,0,false,ORD,North America,Chicago,316,0.00
13.244.98.19,8080,0,false,ORD,North America,Chicago,318,0.00
13.244.98.19,80,0,false,ORD,North America,Chicago,316,0.00
13.245.171.67,80,0,false,ORD,North America,Chicago,314,0.00
13.244.98.19,443,0,false,ORD,North America,Chicago,312,0.00
13.245.231.54,2095,0,false,ORD,North America,Chicago,314,0.00
13.245.231.54,8880,0,false,ORD,North America,Chicago,316,0.00
13.246.38.255,2095,0,false,ORD,North America,Chicago,316,0.00
13.245.171.67,2096,0,false,ORD,North America,Chicago,313,0.00
13.244.100.193,8443,0,false,ORD,North America,Chicago,315,0.00
13.247.101.216,2083,0,false,ORD,North America,Chicago,316,0.00
13.247.62.71,80,0,false,ORD,North America,Chicago,318,0.00
13.246.221.196,80,0,false,ORD,North America,Chicago,311,0.00
13.246.242.198,2086,0,false,ORD,North America,Chicago,322,0.00
13.247.67.27,2053,0,false,ORD,North America,Chicago,314,0.00
13.246.242.198,443,0,false,ORD,North America,Chicago,308,0.00
13.245.149.234,2086,0,false,ORD,North America,Chicago,316,0.00
13.247.96.131,80,0,false,ORD,North America,Chicago,313,0.00
13.247.65.239,443,0,false,ORD,North America,Chicago,319,0.00
13.246.5.206,2052,0,false,ORD,North America,Chicago,311,0.00
13.246.35.192,2086,0,false,ORD,North America,Chicago,316,0.00
52.26.147.213,2082,0,false,ORD,North America,Chicago,197,0.00
13.247.101.216,8880,0,false,ORD,North America,Chicago,316,0.00
13.245.149.234,8443,0,false,ORD,North America,Chicago,313,0.00
13.244.100.193,2052,0,false,ORD,North America,Chicago,316,0.00
13.247.62.71,2053,0,false,ORD,North America,Chicago,309,0.00
13.247.59.81,2082,0,false,ORD,North America,Chicago,321,0.00
13.247.98.217,8080,0,false,ORD,North America,Chicago,317,0.00
13.247.59.81,8443,0,false,ORD,North America,Chicago,316,0.00
13.247.65.239,2053,0,false,ORD,North America,Chicago,313,0.00
13.244.104.215,8880,0,false,ORD,North America,Chicago,315,0.00
13.244.100.62,8880,0,false,ORD,North America,Chicago,313,0.00
13.247.59.81,2086,0,false,ORD,North America,Chicago,321,0.00
13.246.240.4,2053,0,false,ORD,North America,Chicago,316,0.00
13.247.96.131,443,0,false,ORD,North America,Chicago,311,0.00
13.247.96.131,2083,0,false,ORD,North America,Chicago,316,0.00
13.245.28.205,80,0,false,ORD,North America,Chicago,314,0.00
13.247.56.24,2096,0,false,ORD,North America,Chicago,309,0.00
13.246.5.206,80,0,false,ORD,North America,Chicago,316,0.00
13.246.38.255,2053,0,false,ORD,North America,Chicago,316,0.00
13.246.5.206,2083,0,false,ORD,North America,Chicago,316,0.00
13.246.201.148,2052,0,false,ORD,North America,Chicago,318,0.00
13.244.104.215,2096,0,false,ORD,North America,Chicago,316,0.00
13.246.35.192,8880,0,false,ORD,North America,Chicago,308,0.00
13.247.98.217,2086,0,false,ORD,North America,Chicago,310,0.00
52.26.147.213,2053,0,false,ORD,North America,Chicago,197,0.00
13.247.98.217,80,0,false,ORD,North America,Chicago,317,0.00
13.244.100.131,2083,0,false,ORD,North America,Chicago,318,0.00
13.244.100.131,2082,0,false,ORD,North America,Chicago,315,0.00
13.247.89.191,8880,0,false,ORD,North America,Chicago,317,0.00
13.245.82.168,8080,0,false,ORD,North America,Chicago,320,0.00
52.26.147.213,8880,0,false,ORD,North America,Chicago,198,0.00
13.247.59.81,80,0,false,ORD,North America,Chicago,311,0.00
13.246.233.230,8880,0,false,ORD,North America,Chicago,313,0.00
13.247.19.136,80,0,false,ORD,North America,Chicago,317,0.00
13.247.98.217,2095,0,false,ORD,North America,Chicago,314,0.00
13.247.56.24,2087,0,false,ORD,North America,Chicago,319,0.00
13.244.120.213,2052,0,false,ORD,North America,Chicago,316,0.00
13.245.28.205,2082,0,false,ORD,North America,Chicago,320,0.00
13.246.35.192,443,0,false,ORD,North America,Chicago,316,0.00
13.247.89.191,2083,0,false,ORD,North America,Chicago,313,0.00
13.247.67.27,8443,0,false,ORD,North America,Chicago,322,0.00
13.244.120.213,2082,0,false,ORD,North America,Chicago,313,0.00
13.246.221.196,2095,0,false,ORD,North America,Chicago,320,0.00
13.245.164.115,8443,0,false,ORD,North America,Chicago,320,0.00
13.246.242.232,443,0,false,ORD,North America,Chicago,318,0.00
13.244.100.131,2053,0,false,ORD,North America,Chicago,321,0.00
13.244.100.62,80,0,false,ORD,North America,Chicago,318,0.00
13.247.62.71,2082,0,false,ORD,North America,Chicago,314,0.00
13.246.38.255,8443,0,false,ORD,North America,Chicago,314,0.00
13.246.221.196,8080,0,false,ORD,North America,Chicago,320,0.00
13.246.201.148,2096,0,false,ORD,North America,Chicago,321,0.00
13.247.59.81,443,0,false,ORD,North America,Chicago,313,0.00
52.26.147.213,8443,0,false,ORD,North America,Chicago,192,0.00
13.246.240.244,2053,0,false,ORD,North America,Chicago,315,0.00
52.26.147.213,80,0,false,ORD,North America,Chicago,198,0.00
13.246.37.129,2083,0,false,ORD,North America,Chicago,313,0.00
13.247.98.217,2052,0,false,ORD,North America,Chicago,315,0.00
13.247.89.191,80,0,false,ORD,North America,Chicago,316,0.00
13.245.75.155,2083,0,false,ORD,North America,Chicago,316,0.00
18.142.74.251,80,0,false,ORD,North America,Chicago,2,0.00
13.246.233.230,2053,0,false,ORD,North America,Chicago,316,0.00
13.247.89.191,2082,0,false,ORD,North America,Chicago,315,0.00
13.247.59.81,2053,0,false,ORD,North America,Chicago,318,0.00
13.246.5.206,2096,0,false,ORD,North America,Chicago,315,0.00
13.247.59.81,8880,0,false,ORD,North America,Chicago,315,0.00
13.246.240.4,80,0,false,ORD,North America,Chicago,308,0.00
13.244.100.193,2083,0,false,ORD,North America,Chicago,318,0.00
13.245.237.206,8443,0,false,ORD,North America,Chicago,318,0.00
52.26.147.213,2086,0,false,ORD,North America,Chicago,191,0.00
13.244.100.62,2053,0,false,ORD,North America,Chicago,314,0.00
13.244.98.19,2053,0,false,ORD,North America,Chicago,316,0.00
13.246.5.206,2095,0,false,ORD,North America,Chicago,313,0.00
13.246.38.255,80,0,false,ORD,North America,Chicago,320,0.00
13.245.237.206,2082,0,false,ORD,North America,Chicago,317,0.00
13.246.201.148,80,0,false,ORD,North America,Chicago,320,0.00
13.245.171.67,2053,0,false,ORD,North America,Chicago,313,0.00
13.244.120.213,2083,0,false,ORD,North America,Chicago,309,0.00
13.246.242.232,8443,0,false,ORD,North America,Chicago,314,0.00
13.247.56.24,2083,0,false,ORD,North America,Chicago,314,0.00
13.247.96.131,2086,0,false,ORD,North America,Chicago,314,0.00
13.244.98.19,8443,0,false,ORD,North America,Chicago,321,0.00
13.245.171.67,2083,0,false,ORD,North America,Chicago,320,0.00
13.247.67.27,2082,0,false,ORD,North America,Chicago,309,0.00
13.244.98.139,80,0,false,ORD,North America,Chicago,318,0.00
13.246.242.116,2052,0,false,ORD,North America,Chicago,312,0.00
13.246.37.129,8880,0,false,ORD,North America,Chicago,316,0.00
13.244.100.62,2052,0,false,ORD,North America,Chicago,320,0.00
13.247.101.216,2082,0,false,ORD,North America,Chicago,320,0.00
13.247.98.217,2087,0,false,ORD,North America,Chicago,312,0.00
13.246.5.206,8080,0,false,ORD,North America,Chicago,317,0.00
13.245.231.54,2086,0,false,ORD,North America,Chicago,313,0.00
13.244.100.62,2086,0,false,ORD,North America,Chicago,315,0.00
13.247.65.239,2052,0,false,ORD,North America,Chicago,320,0.00
13.245.75.155,80,0,false,ORD,North America,Chicago,315,0.00
13.246.240.4,8880,0,false,ORD,North America,Chicago,314,0.00
13.246.5.206,8443,0,false,ORD,North America,Chicago,317,0.00
13.244.100.193,2096,0,false,ORD,North America,Chicago,310,0.00
13.245.171.67,2052,0,false,ORD,North America,Chicago,315,0.00
13.246.37.129,443,0,false,ORD,North America,Chicago,314,0.00
13.246.35.192,2096,0,false,ORD,North America,Chicago,312,0.00
13.245.149.234,2052,0,false,ORD,North America,Chicago,313,0.00
13.246.38.255,2096,0,false,ORD,North America,Chicago,316,0.00
13.245.75.155,8443,0,false,ORD,North America,Chicago,320,0.00
13.246.240.244,2096,0,false,ORD,North America,Chicago,313,0.00
13.246.240.244,443,0,false,ORD,North America,Chicago,310,0.00
13.244.98.139,2083,0,false,ORD,North America,Chicago,317,0.00
13.247.101.216,2096,0,false,ORD,North America,Chicago,315,0.00
13.247.67.27,2052,0,false,ORD,North America,Chicago,315,0.00
13.246.242.198,2052,0,false,ORD,North America,Chicago,311,0.00
13.246.201.148,2086,0,false,ORD,North America,Chicago,312,0.00
13.246.240.4,2096,0,false,ORD,North America,Chicago,320,0.00
13.247.56.24,8880,0,false,ORD,North America,Chicago,314,0.00
13.246.240.4,2095,0,false,ORD,North America,Chicago,319,0.00
13.247.56.24,2086,0,false,ORD,North America,Chicago,312,0.00
13.246.5.206,8880,0,false,ORD,North America,Chicago,312,0.00
